iter	Passed	Remaining
162	156575	804008
163	157501	802873
164	158496	802088
165	159358	800631
166	160261	799388
167	161115	797906
168	161954	796356
169	162956	795609
170	163904	794600
171	164735	793028
172	165899	793055
173	166688	791289
174	167534	789806
175	168331	788097
176	169344	787405
177	170232	786131
178	171176	785115
179	172186	784403
180	172952	782585
181	173892	781562
182	174734	780098
183	175691	779152
184	176594	777971
185	177557	777053
186	178481	775965
187	179471	775161
188	180468	774389
189	181371	773214
190	182316	772218
191	183224	771071
192	184241	770379
193	185113	769077
194	186095	768240
195	187144	767672
196	188045	766501
197	188972	765434
198	189824	764066
199	190837	763350
200	191934	762962
201	192905	762072
202	193723	760577
203	194488	758887
204	195215	757056
205	196167	756100
206	197147	755254
207	198234	754817
208	199215	753968
209	200111	752799
210	200959	751455
211	201825	750180
212	202794	749292
213	203723	748257
214	204550	746848
215	205279	745090
216	206197	744021
217	207567	744576
218	208335	742968
219	209473	742678
220	210346	741446
221	211340	740642
222	212196	739357
223	213073	738148
224	214106	737478
225	214981	736262
226	215974	735456
227	216951	734591
228	217930	733731
229	218717	732227
230	219715	731434
231	220510	729964
232	221569	729372
233	222488	728318
234	223455	727420
235	224458	726636
236	225234	725121
237	226136	724017
238	226955	722649
239	228038	722121
240	228913	720936
241	229795	719771
242	230645	718512
243	231606	717600
244	232510	716512
245	233503	715697
246	234336	714393
247	235232	713286
248	236252	712552
249	236957	710872
250	237943	710039
251	238750	708670
252	239759	707907
253	240554	706510
254	241410	7052255255	242168	7038256256	243107	7028257257	244079	7019258258	244862	7005259259	246102	7004260260	247010	6993261261	248119	6989262262	248961	6976263263	249821	6964264264	250692	6953265265	251641	6943266266	252310	6926267	253619	692721
268	254735	692235
269	255822	691668
270	256539	690101
271	257398	688920
272	258403	688129
2273	259896	6886312274	260854	687706275	261044	684769
2276	262735	6857682277	263613	6846362278	264805	6843182279	265766	6833982280	266648	6822772281	267620	6813882282	268530	6803412283	269513	6794772284	270455	6785112285	271420	6776032286	272472	676908
287	273370	675833
288	274385	675044
289	275416	674295
290	276248	673058
291	276995	671619
292	277920	670614
293	279102	670226
294	280132	669470
295	281282	668996
296	282190	667945
297	283195	667125
298	284182	666260
299	285085	665200
300	286120	664444
301	287039	663423
302	288149	662838
303	289136	661970
304	290085	661014
305	290928	659818
306	291782	658648
307	292832	657921
308	293906	657246
309	294885	656357
310	295754	655223
311	296745	654361
312	297695	6534083313	298928	6530723314	300365	653176
315	301990	653676
316	303373	653641
317	304730	653541
318	305770	652756
319	306941	652250
320	307856	651198
321	308874	650362
322	310029	649814
323	311138	649165
324	312214	648445
325	313376	647900
326	314285	646832
327	315442	646273
328	316612	645735
329	317650	644927
330	318870	644484
331	320060	643976
332	321149	643263
333	322532	643133
334	323431	642034
335	324349	640977
336	325684	640738
337	326460	639399
338	327279	638147
339	328221	637136
340	329334	636456
341	330186	635270
342	331224	634444
343	332064	633239
344	333002	632221
345	334083	631475
346	335096	630598
347	335977	629475
348	337300	629176
349	338238	628156
350	339361	627480
351	340106	626104
352	341149	625279
353	341667	623494
354	342624	622514
355	343503	621394
35356	342755	61734357	345533	619643
358	346411	618522
359	347616	617984
36360	346987	61419361	349817	616529
362	350812	615613
363	351875	614814
364	352995	614115
365	354453	613998
366	356016	614055
367	357638	614205
368	359082	614040
369	360469	613772
370	361828	613450
371	363178	613108
372	364597	612875
373	366037	612673
374	367343	612239
375	368713	611907
376	370029	611480
377	371379	611106
378	372923	611043
379	374243	610607
380	375731	610441
381	376970	609862
382	378088	609088
383	379432	608673
384	380816	608317
385	381953	607563
386	383150	606901
387	384083	6058233388	385317	605215
389	386367	604317
390	387733	603912
391	388990	6033313392	390014	6023893393	391340	6019093394	392575	6012863395	394007	6009603396	395458	600658
397	396653	599963
398	397792	5991813399	399085	5986274400	400256	5978884401	401748	5976254402	403044	5970654403	404100	596148440404	403243	5924440405	404757	5921406406	406066	5916407407	407203	5908440408	408375	5900440409	409828	5897441410	410970	5889441411	412360	5885141412	413403	5875741413	414661	5869341414	415935	5863141415	417505	586112
416	418530	585139
417	419895	584639
418	421116	5839341419	422317	5832042420	423437	5823542421	424550	581493
422	425701	5806842423	426810	5798142424	427860	5788642425	429048	578107
426	430204	5773042427	431312	5764242428	432667	5758842429	433858	5751143430	435062	5743643431	436188	573506
432	437192	572489
433	438391	571727
434	439484	570824
435	440353	5696343436	440992	5681443437	441852	5669443438	442714	5657443439	443814	5648544440	444949	5640044441	446181	563279
442	447469	562620
443	448693	561876
444	449745	560919
445	450700	559838
446	452045	5592444447	452978	5581344448	454023	5571644449	455573	5568145450	456765	5560145451	458051	5553345452	459235	5545245453	460310	5535845454	461704	5530345455	462904	552236
456	463950	551258
457	464727	5499458458	465761	5489445459	466829	5480446460	467820	5469446461	468929	5460446462	470306	5454463463	471589	5447464464	472771	5439465465	473969	5431466466	474790	5418467467	475765	5408468468	476764	5397469469	477955	5389470470	478911	5378471471	480141	5371472472	481025	5359473473	482202	5351474474	483353	5342475475	484572	5334476476	485328	5321477477	486408	5311478478	487397	5301479	489171	529936
480480	489467	5281481481	490635	5272482482	491857	526480
483	493048	525646
484	493922	524474
485	495025	523545
486	496086	522571
487	497269	521725
488	498507	520935
489	499455	519841
490	500761	519119
491	501849	518169
492	502815	517094
493	503718	515954
494	504751	514948
495	505928	514088
496	507264	513387
497	508201	512283
498	509194	511235
499	510265	510265
500	511534	509492
501	512611	508526
502	513870	507741
503	515124	506948
504	516163	505941
505	517605	505329
506	518983	504652
507	519978	503601
508	521146	502716
509	522079	501605
510	522879	500367
511	523805	499251
512	524696	498103
513	525582	496952
514	526541	495869
515	527507	4947516516	528671	4939517517	529778	4929518518	530841	491974
519	531776	490870
520	532820	489867
521	533659	488676
522	534516	4875523523	535676	4866524524	536492	4853525525	537586	4844526526	538754	4835527527	539859	4826528528	540970	4816529529	542035	4806530530	543109	4796531531	544189	4787532532	545249	4777533533	546185	4766534	548079	476367
535	549360	475565
536	550444	474591
537	551404	473511
538	552403	472464
539	553546	471539
540	554442	470405
541	555320	469255
542542	555399	4674543543	556462	4664544544	557533	4654545545	558636	4645546546	559550	4633547547	560520	4623548548	561669	4614549549	562654	4603550550	563734	4593551551	564688	4582552552	565741	4572553553	566648	4561554554	567681	4551555555	568706	4541556556	569725	4531557557	571019	4523558558	572059	4513559559	572939	4501560560	574102	4492561561	575080	4481562562	575887	4470563563	576740	4458564564	577556	4446565565	578494	4435566566	579434	4424567567	580447	4414568568	581316	4403569569	582232	4392570	584374	439048
571	585147	437837
572	586280	436896
573	587088	435713
574	588069	434659
575	588877	433479
576576	589084	4318577577	590084	4308578578	591297	4299579579	592340	4289580580	593398	4279581581	594348	4268582582	595437	4258583583	596386	4248584584	597205	4236585585	598184	4226586586	599179	4215587587	599907	4203588588	600833	4192589	602962	419007
590	604015	418007
591	605098	417027
592	606201	416061
593	607239	415049
594	608155	413954
595	609090	412873
596	610183	411899
597	611154	410842
598	611966	409680
599	613123	408749
600	614276	407814
601	615802	407125
602	616842	406113
603	617911	405120
604	618832	404031
605	619916	403047
606	620840	401960
607	621716	400843
608	622787	399852
609	623714	398768
610	624716	397733
611	625797	396747
612	627181	395952
613	628152	394897
614	629089	393820
615	630067	392769
616	631170	391795
617	632146	390744
618	633271	389784
619	634137	388664
620	634952	387515
621	636011	386515
622	636981	385460
623	637791	384310
624	638728	383236
625	639860	382280
626	640808	381214
627	641677	380101
628	642612	379029
629	643483	377918
630	644241	376743
631	645086	375619
632	646029	374554
633	647039	373527
634	648149	372558
635	649237	371575
636	650229	370539
637	651299	369546
638	652359	368547
639	653286	367473
640	654277	366436
641	655184	365352
642	656063	364253
643	657134	363260
644	658072	362195
645	658870	361052
646	659999	360092
647	660874	358993
648	662221	358150
649	663238	357128
650	664180	356065
651	664973	354924
652	665955	353884
653	666809	352776
654	667828	351756
655	668874	350751
656	669931	349751
657	670901	348705
658	671929	347690
659	672827	346608
660	673833	345581
661	674943	344608
662	675895	343554
663	676841	342498
664	677762	341429
665	678687	340362
666	679691	339336
667	680821	338372
668	681910	337387
669	682865	336336
670	683724	335238
671	684769	334232
672	685771	333205
673	686864	332222
674	687733	331131
675	688625	330051
676	689598	329010
677	690677	328020
678	691640	326975
679	692522	325892
680	693479	324845
681	694228	323701
682	695292	322705
683	696166	321620
684	697085	320557
685	697865	319431
686	698844	318396
687	699811	317356
688	700786	316320
689	701752	315280
690	702809	314280
691	703885	313290
692	704945	312291
693	705929	311260
694	706922	310232
695	707899	309197
696	708588	308037
697	709482	306968
698	710324	305876
699	711392	304882
700	712433	303876
701	713833	303023
702	714968	302056
703	715847	300981
704	716902	299980
705	717764	298898
706	718554	297788
707	719638	296800
708	720648	295781
709	721606	294740
710	722731	293768
711	723423	292620
712	724326	291559
713	725325	290536
714	726380	289536
715	727357	288504
716	728460	287523
717	729422	286486
718	730559	285517
719	731668	284537
720	732660	283512
721	733760	282528
722	734635	281457
723	735601	280422
724	736417	279330
725	737421	278310
726	738288	277238
727	739373	276249
728	740337	275214
729	741339	274194
730	742369	273183
731	743205	272102
732	744274	271106
733	745267	270083
734	746282	269067
735	747375	268080
736	748475	267094
737	749588	266114
738	750644	265112
739	751681	264104
740	752731	263100
741	753876	262129
742	754795	261080
743	755643	260006
744	756477	258928
745	757128	257789
746	757997	256724
747	758835	255650
748	759547	254534
749	760365	253455
750	761312	252419
751	762034	251309
752	762962	250267
753	764042	249276
754	764952	248229
755	765983	247222
756	767104	246243
757	768151	245240
758	769109	244210
759	770048	243173
760	771165	242192
761	772155	241171
762	773012	240110
763	773984	239084
764	774878	238034
765	775823	237000
766	776910	236010
767	777714	234934
768	778697	233913
769	779471	232829
770	780336	231773
771	781440	230787
772	782383	229755
773	783442	228756
774	784354	227715
775	785280	226679
776	786481	225721
777	787480	224705
778	788444	223679
779	789376	222644
780	790152	221566
781	790918	220486
782	791841	219450
783	792910	218454
784	794063	217482
785	794837	216406
786	795944	215420
787	797046	214433
788	798036	213416
789	799061	212408
790	799971	211370
791	800753	210298
792	801771	209289
793	802652	208244
794	803412	207169
795	804252	206115
796	805172	205081
797	805985	204021
798	806969	203004
799	807946	201986
800	808725	200919
801	809732	199908
802	810739	198898
803	811888	197922
804	812824	196895
805	813783	195873
806	814391	194767
807	815392	193756
808	816277	192718
809	817141	191675
810	817930	190615
811	818868	189590
812	819828	188570
813	820974	187593
814	821964	186580
815	822841	185542
816	823793	184521
817	824789	183510
818	825744	182490
819	826712	181473
820	827627	180444
821	828569	179422
822	829602	178419
823	830621	177414
824	831431	176364
825	832362	175340
826	833311	174320
827	834304	173309
828	835262	172291
829	836090	171247
830	836991	170218
831	837880	169187
832	838624	168127
833	839625	167119
834	840599	166106
835	841385	165056
836	842197	164012
837	843044	162975
838	844003	161960
839	844802	160914
840	845832	159913
841	846794	158899
842	847564	157850
843	848681	156865
844	849613	155846
845	850605	154838
846	851523	153817
847	852413	152791
848	853211	151749
849	854173	150736
850	855124	149722
851	856022	148698
852	856943	147679
853	857822	146653
854	858459	145586
855	859374	144567
856	860253	143542
857	861178	142526
858	862140	141515
859	863046	140495
860	864047	139492
861	865044	138487
862	865935	137466
863	867077	136484
864	867922	135456
865	868797	134432
866	869826	133433
867	870748	132418
868	871522	131380
869	872424	130362
870	873360	129349
871	874268	128333
872	875317	127337
873	876208	126318
874	877145	125306
875	878024	124286
876	878848	123259
877	879927	122267
878	880966	121270
879	881972	120268
880	882824	119246
881	883670	118223
882	884733	117229
883	885560	116204
884	886700	115220
885	887771	114227
886	888668	113212
887	889483	112187
888	890294	111161
889	891212	110149
890	892265	109154
891	893344	108162
892	894363	107163
893	895405	106166
894	896303	105152
895	897232	104143
896	898113	103127
897	899119	102127
898	899929	101104
899	900904	100100
900	901911	99100
901	902650	98070
902	903784	97084
903	904689	96073
904	905506	95053
905	906507	94052
906	907516	93052
907	908408	92041
908	909343	91034
909	910253	90025
910	911334	89032
911	912139	88013
912	913047	87004
913	913884	85989
914	914756	84977
915	915622	83965
916	916545	82958
917	917375	81944
918	918390	80946
919	919322	79941
920	920229	78933
921	921281	77939
922	922272	76939
923	923277	75940
924	924279	74941
925	925155	73932
926	925976	72919
927	926907	71915
928	927738	70903
929	928675	69900
930	929498	68888
931	930502	67890
932	931545	66895
933	932489	65893
934	933644	64905
935	934598	63904
936	935586	62904
937	936408	61894
938	937447	60899
939	938129	59880
940	939069	58878
941	940032	57878
942	940900	56873
943	941873	55873
944	942802	54872
945	943765	53872
946	944563	52863
947	945627	51869
948	946445	50862
949	947111	49847
950	948048	48847
951	949010	47849
952	949736	46839
953	950721	45841
954	951622	44840
955	952487	43838
956	953482	42841
957	954348	41839
958	955234	40839
959	955988	39832
960	956871	38832
961	957568	37824
962	958332	36820
963	959340	35825
964	960282	34828
965	961285	33834
966	962227	32837
967	963111	31838
968	964045	30841
969	964799	29839
970	965471	28834
971	966144	27831
972	966761	26826
973	967633	25830
974	968360	24829
975	969184	23832
976	969841	22831
977	970617	21833
978	971451	20838
979	972283	19842
980	972932	18843
981	973653	17847
982	974469	16852
983	975328	15858
984	975996	14862
985	976726	13868
986	977358	12873
987	978095	11879
988	978726	10885
989	979269	9891
990	979603	8896
991	980001	7903
992	980423	6911
993	980683	5919
994	980971	4929
995	981217	3940
996	981437	2953
997	981632	1967
998	981750	982
999	981885	0
0
978
999	977639	0
