iter	Logloss
283	0.1392671469
284	0.1392058132
285	0.1391472266
286	0.1390562412
287	0.1389620757
288	0.1389339022
289	0.1388629831
290	0.1387719082
291	0.138638655
292	0.1385518203
293	0.1384506673
294	0.1383621156
295	0.1382907188
296	0.1382533781
297	0.1381993004
298	0.1381124508
299	0.1380115666
300	0.1378960656
301	0.1378311635
302	0.137748554
303	0.1376880564
304	0.1376179436
305	0.137534931
306	0.1374670876
307	0.1374156974
308	0.1373557671
309	0.1372718288
310	0.1372281129
311	0.1371505946
312	0.1370673581
313	0.1369596657
314	0.13689445
315	0.1367959398
316	0.1367293804
317	0.1366402762
318	0.1365648184
319	0.1364698615
320	0.1364031827
321	0.1363409233
322	0.1362650623
323	0.1361675524
324	0.1361013812
325	0.1360267445
326	0.1359626188
327	0.1358596145
328	0.1358236772
329	0.1357554158
330	0.1356987253
331	0.1356377499
332	0.1355720714
333	0.1355250558
334	0.1354526587
335	0.1354091517
336	0.135344593
337	0.1353013697
338	0.1352568625
339	0.1352108771
340	0.13512882
341	0.1350732494
342	0.1350194255
343	0.1349669604
344	0.1349349498
345	0.1348870832
346	0.1348247789
347	0.134739915
348	0.1346911675
349	0.134631267
350	0.1345768311
351	0.1344732594
352	0.1343892913
353	0.1343409619
354	0.1343201341
355	0.1342833905
356	0.1342302535
357	0.1341619025
358	0.1340981799
359	0.1340590774
360	0.1339849633
361	0.1339408292
362	0.133854099
363	0.1338132795
364	0.1337603515
365	0.1336965542
366	0.1336408791
367	0.133603389
368	0.1335432198
369	0.1334970254
370	0.1334499202
371	0.1333985599
372	0.1333239531
373	0.1332866422
374	0.1332491223
375	0.1332147826
376	0.1331586744
377	0.1331013719
378	0.1330531171
379	0.1330040262
380	0.1329142651
381	0.1328669061
382	0.1328168597
383	0.1327822064
384	0.1327635136
385	0.1326984473
386	0.1326508942
387	0.1325764068
388	0.1325274055
389	0.1324991573
390	0.1324558893
391	0.1323867021
392	0.1323298923
393	0.1322932533
394	0.1322529713
395	0.1321997148
396	0.1321467271
397	0.132096173
398	0.1320251495
399	0.1319657716
400	0.1319086482
401	0.1318363705
402	0.1318099886
403	0.1317502524
404	0.1316799754
405	0.1316328254
406	0.1315804498
407	0.131531568
408	0.1314470922
409	0.1314026894
410	0.1313563009
411	0.1313294413
412	0.1313069562
413	0.1312721088
414	0.131229647
415	0.1311998162
416	0.1311433796
417	0.1311044562
418	0.1310656225
419	0.1310035422
420	0.1309861633
421	0.130943149
422	0.1309170956
423	0.1308685571
424	0.1308425784
425	0.1307882469
426	0.1307258083
427	0.1307027559
428	0.1306386899
429	0.1305955114
430	0.1305580811
431	0.1304937613
432	0.1304415649
433	0.1303807387
434	0.1303153738
435	0.1302942922
436	0.1302445145
437	0.1302035755
438	0.1301800453
439	0.1301395543
440	0.1300931509
441	0.1300481509
442	0.1299968503
443	0.1299623314
444	0.12994013
445	0.1298599542
446	0.1298038908
447	0.1297619963
448	0.1297262233
449	0.1296926898
450	0.1296694881
451	0.1296057953
452	0.1295523746
453	0.1295134065
454	0.1294578955
455	0.1294001301
456	0.1293701052
457	0.1293205216
458	0.1292866746
459	0.1292533053
460	0.1292182041
461	0.1291945247
462	0.1291646342
463	0.1291419102
464	0.129108317
465	0.1290642128
466	0.1290183618
467	0.1289726601
468	0.1289342294
469	0.1288934995
470	0.1288251485
471	0.128749183
472	0.128748108
473	0.1287057656
474	0.1286586605
475	0.1285949379
476	0.1285356197
477	0.1284872454
478	0.1284257922
479	0.1284255235
480	0.128385779
481	0.1283453626
482	0.12831913
483	0.1282557508
484	0.1282058686
485	0.1281667064
486	0.1281264094
487	0.1281038348
488	0.1280425309
489	0.1279767628
490	0.1279416915
491	0.1279033504
492	0.1278424048
493	0.1278015555
494	0.127771665
495	0.1277198269
496	0.1276757078
497	0.127636232
498	0.1276114925
499	0.1275846776
500	0.1275301969
501	0.127490318
502	0.1274411972
503	0.1273718608
504	0.127343971
505	0.12729276
506	0.1272651986
507	0.1272366667
508	0.1272079707
509	0.1271304823
510	0.1270473353
511	0.127018475
512	0.1270030221
513	0.1269421811
514	0.1268759054
515	0.1268454923
516	0.1267965358
517	0.1267403978
518	0.1266863201
519	0.1266436941
520	0.1265948421
521	0.1265395551
522	0.1265169954
523	0.1264607827
524	0.126404794
525	0.1263741868
526	0.1263244987
527	0.1262775279
528	0.1262243013
529	0.1261977702
530	0.1261542632
531	0.1261424533
532	0.1261113236
533	0.1260703249
534	0.1260180389
535	0.1259631103
536	0.1259097941
537	0.1258579262
538	0.1258317234
539	0.1258076856
540	0.1257738834
541	0.1257150131
542	0.1256667135
543	0.1256247444
544	0.1256070968
545	0.1255568264
546	0.1255046449
547	0.1254827869
548	0.1254646913
549	0.1254393695
550	0.1254054926
551	0.1253654644
552	0.1253088486
553	0.125267626
554	0.1252177587
555	0.1251592095
556	0.1251062068
557	0.1250516291
558	0.1250057258
559	0.1249734315
560	0.1249318804
561	0.124885895
562	0.1248185817
563	0.1247883776
564	0.1247534556
565	0.1247221467
566	0.124695832
567	0.1246755566
568	0.1246435236
569	0.1246058768
570	0.1245571517
571	0.1245405193
572	0.1245075009
573	0.124484232
574	0.1244332151
575	0.1244013687
576	0.1243483586
577	0.1243085469
578	0.1242776934
579	0.1242192935
580	0.1241814824
581	0.1241579448
582	0.1241038522
583	0.1240774106
584	0.1240451238
585	0.124026767
586	0.1239795647
587	0.1239733463
588	0.1239405742
589	0.1239258678
590	0.1238963282
591	0.123848275
592	0.1238236698
593	0.1238155701
594	0.1237701297
595	0.1237338191
596	0.1236725675
597	0.1236149738
598	0.1235940862
599	0.1235731838
600	0.1235509824
601	0.123495576
602	0.1234684028
603	0.1234285985
604	0.1234051579
605	0.1233562761
606	0.1233042439
607	0.1232513458
608	0.1232080105
609	0.1231635107
610	0.123129156
611	0.1230840739
612	0.1230200154
613	0.1229964254
614	0.1229206541
615	0.1228792896
616	0.1228438376
617	0.1228044738
618	0.1227417216
619	0.1226962886
620	0.1226847102
621	0.122659896
622	0.122629259
623	0.1225848413
624	0.1225574516
625	0.1224924972
626	0.1224692507
627	0.1223955024
628	0.122362902
629	0.1223070626
630	0.122269901
631	0.1222263941
632	0.1222004676
633	0.1221619847
634	0.1221141031
635	0.1220968735
636	0.1220598986
637	0.1220064033
638	0.1219616347
639	0.1219503922
640	0.121931901
641	0.1219240103
642	0.1218658865
643	0.121820573
644	0.1217876815
645	0.1217502885
646	0.1217224211
647	0.1216856402
648	0.121629114
649	0.1215987383
650	0.1215576948
651	0.1215255573
652	0.1214821847
653	0.1214515701
654	0.1214342211
655	0.1213858319
656	0.1213477372
657	0.1212875605
658	0.1212541763
659	0.1212114383
660	0.121175822
661	0.1211424527
662	0.1210989681
663	0.1210273847
664	0.1209881553
665	0.1209541963
666	0.1209360335
667	0.1208765064
668	0.1208628974
669	0.1208148441
670	0.1207988015
671	0.1207819302
672	0.120758945
673	0.1207197529
674	0.1207028667
675	0.120642817
676	0.120597272
677	0.1205473077
678	0.1205174993
679	0.1204766798
680	0.120440414
681	0.1204164061
682	0.1203989152
683	0.1203777813
684	0.1203358346
685	0.1203134764
686	0.1202585329
687	0.1202271344
688	0.1202136822
689	0.120177715
690	0.1201117454
691	0.1200855949
692	0.1200758081
693	0.1200421701
694	0.1200171842
695	0.1199772904
696	0.1199468922
697	0.1198898286
698	0.11985737
699	0.1198453661
700	0.1197922738
701	0.1197406746
702	0.1197192944
703	0.119669681
704	0.1196347216
705	0.1195563747
706	0.1195323817
707	0.1194998262
708	0.1194519521
709	0.1194105354
710	0.1193849
711	0.1193551812
712	0.1193179674
713	0.1192752816
714	0.119243368
715	0.1192236675
716	0.1191870882
717	0.1191700377
718	0.119133548
719	0.1191106001
720	0.1190837106
721	0.1190581798
722	0.1190083125
723	0.1189739578
724	0.1189215375
725	0.1189138782
726	0.1188700577
727	0.1188174582
728	0.1187962944
729	0.1187431724
730	0.118700927
731	0.1186663633
732	0.1186501042
733	0.118617571
734	0.1185890392
735	0.1185374101
736	0.1185002934
737	0.1184586527
738	0.1184216553
739	0.1183779468
740	0.1183514231
741	0.1183217267
742	0.1182829377
743	0.1182161245
744	0.1181890633
745	0.1181290584
746	0.1180883135
747	0.1180557803
748	0.1180305033
749	0.1180018072
750	0.1179434073
751	0.1179124716
752	0.1178947643
753	0.117863112
754	0.1178272195
755	0.1177798755
756	0.1177690286
757	0.1177316132
758	0.1177027753
759	0.1176613362
760	0.1176339763
761	0.1175959637
762	0.1175613851
763	0.117539348
764	0.1175012756
765	0.1174680706
766	0.1174220628
767	0.1173892385
768	0.11730427
769	0.1172577322
770	0.117233463
771	0.117199937
772	0.1171733087
773	0.1171346467
774	0.1170883776
775	0.1170102845
776	0.1169892626
777	0.1169263313
778	0.1169144393
779	0.1168765313
780	0.1168462227
781	0.1167989309
782	0.1167686597
783	0.1167097596
784	0.1166599445
785	0.1166152506
786	0.1165823218
787	0.1165548127
788	0.1165304016
789	0.116502243
790	0.1164705907
791	0.1164433728
792	0.1164010453
793	0.1163732898
794	0.1163307085
795	0.1162893516
796	0.1162449637
797	0.116207302
798	0.1161805244
799	0.1161450351
800	0.1161333297
801	0.1161232666
802	0.1160936524
803	0.116059559
804	0.1160469204
805	0.1160191426
806	0.1159710819
807	0.1159706788
808	0.1159374588
809	0.1159070308
810	0.1158733928
811	0.1158464883
812	0.115809058
813	0.1157637818
814	0.1157225443
815	0.1156916012
816	0.1156475119
817	0.115619861
818	0.1155922474
819	0.1155813781
820	0.1155589901
821	0.11553543
822	0.1155053156
823	0.1154870035
824	0.1154412495
825	0.1153927409
826	0.1153724058
827	0.1153433962
828	0.1153073171
829	0.1152727235
830	0.11523651
831	0.1152001547
832	0.1151485704
833	0.1150872068
834	0.1150596902
835	0.1150364587
836	0.1150007155
837	0.1149619041
838	0.1149369107
839	0.1149002941
840	0.1148661111
841	0.1148218726
842	0.1147751929
843	0.1147497218
844	0.1146982122
845	0.1146512116
846	0.1146101457
847	0.1145740815
848	0.1145327917
849	0.1145029982
850	0.1144569681
851	0.1144423438
852	0.1144224342
853	0.1144147003
854	0.1143761652
855	0.1143673712
856	0.1143341736
857	0.1142989754
858	0.1142787
859	0.1142586859
860	0.1142121929
861	0.1141528747
862	0.1141266048
863	0.1141036644
864	0.1140401881
865	0.1139865285
866	0.113964357
867	0.1139360939
868	0.1138774103
869	0.1138282373
870	0.113820466
871	0.1137826998
872	0.1137580797
873	0.1137264871
874	0.1136937001
875	0.1136528508
876	0.113611449
877	0.1135789756
878	0.113545248
879	0.1134937533
880	0.1134582116
881	0.1134289258
882	0.113419572
883	0.1133981694
884	0.1133639117
885	0.1133460625
886	0.1133040486
887	0.1132884315
888	0.1132651999
889	0.1131915113
890	0.113141756
891	0.1131101186
892	0.1130703741
893	0.1130332574
894	0.1130265835
895	0.1129877049
896	0.1129555226
897	0.1129265354
898	0.1129057599
899	0.1128637086
900	0.1128365205
901	0.1127981272
902	0.1127462518
903	0.1127209673
904	0.1126832906
905	0.1126526387
906	0.11261432
907	0.1125836083
908	0.1125582939
909	0.1125306952
910	0.1124901669
911	0.1124572605
912	0.1124506389
913	0.1124133355
914	0.112384072
915	0.1123438945
916	0.1123038962
917	0.1122606431
918	0.1122155385
919	0.1122096411
920	0.1121745399
921	0.1121622522
922	0.1121377516
923	0.1120905046
924	0.1120547017
925	0.1120090671
926	0.1119681954
927	0.1119255917
928	0.1118947755
929	0.1118802334
930	0.1118246926
931	0.1117960114
932	0.1117551845
933	0.1117097814
934	0.111672687
935	0.1116355254
936	0.1116012081
937	0.1115938399
938	0.1115692945
939	0.1115482054
940	0.1115239362
941	0.1114835646
942	0.1114352501
943	0.1114029558
944	0.1113745359
945	0.1113342166
946	0.111298869
947	0.1112523088
948	0.1112217166
949	0.1111810613
950	0.1111368526
951	0.1111066486
952	0.1110935771
953	0.1110673147
954	0.1110283241
955	0.1109825179
956	0.1109524184
957	0.1109232744
958	0.1108928464
959	0.1108569688
960	0.1108190458
961	0.1107786742
962	0.1107516653
963	0.1107186693
964	0.1106897343
965	0.1106613816
966	0.1106260863
967	0.1105872824
968	0.110544634
969	0.1104801424
970	0.1104466239
971	0.1104169125
972	0.110384245
973	0.1103625587
974	0.1103281816
975	0.1103042483
976	0.1102569192
977	0.1102493943
978	0.1102311495
979	0.1101986685
980	0.1101579088
981	0.1101237109
982	0.1100895652
983	0.1100464166
984	0.1100152197
985	0.1099899277
986	0.1099645238
987	0.109922592
988	0.1098825264
989	0.1098759646
990	0.109845111
991	0.1098216331
992	0.1097789697
993	0.1097457348
994	0.1097086628
995	0.10964391
996	0.1096234032
997	0.1095853085
998	0.1095491473
999	0.1095255275
